Type,Qualifier,Name,Systematic_Name,Chromosome,Start,End
CDS,,,,chrIX,382628,383425
ORF,Verified,METhionine,YIR017C,chrIX,383556,384119
CDS,,,,chrIX,383556,384119
ORF,Dubious,,YIR017W-A,chrIX,383566,384165
CDS,,,,chrIX,383566,384165
ORF,Verified,Yeast AP-1,YIR018W,chrIX,384609,385346
CDS,,,,chrIX,384609,385346
ORF,Uncharacterized,,YIR018C-A,chrIX,385564,385701
CDS,,,,chrIX,385564,385701
ORF,Verified,FLOcculation,YIR019C,chrIX,389572,393675
CDS,,,,chrIX,389572,393675
uORF,,,,chrIX,393718,393732
ncRNA gene,,Interfering Crick RNA,YNCI0012,chrIX,393884,397082
noncoding_exon,,,,chrIX,393884,397082
ORF,Uncharacterized,,YIR020C,chrIX,394255,394557
CDS,,,,chrIX,394255,394557
ORF,Dubious,,YIR020W-A,chrIX,394917,395159
CDS,,,,chrIX,394917,395159
ncRNA gene,,Promoting Watson RNA,YNCI0013W,chrIX,395999,396939
noncoding_exon,,,,chrIX,395999,396939
ORF,Dubious,,YIR020C-B,chrIX,397215,397949
CDS,,,,chrIX,397215,397949
ORF,Verified,Mitochondrial RNA Splicing,YIR021W,chrIX,397294,398385
CDS,,,,chrIX,397294,398385
ORF,Uncharacterized,,YIR021W-A,chrIX,398514,398726
CDS,,,,chrIX,398514,398726
ORF,Verified,SECretory,YIR022W,chrIX,398733,399236
CDS,,,,chrIX,398733,399236
ORF,Verified,Degradation of Allantoin,YIR023W,chrIX,399777,402689
CDS,,,,chrIX,399777,402689
ORF,Dubious,,YIR023C-A,chrIX,402383,402706
CDS,,,,chrIX,402383,402706
ORF,Verified,INner membrane Assembly 22 kDa,YIR024C,chrIX,402841,403491
CDS,,,,chrIX,402841,403491
ORF,Verified,Meiotic Nuclear Divisions,YIR025W,chrIX,403659,404765
CDS,,,,chrIX,403659,404765
ORF,Verified,Yeast vaccinia virus VH1 Homolog,YIR026C,chrIX,404873,405967
CDS,,,,chrIX,404873,405967
ORF,Verified,Degradation of Allantoin,YIR027C,chrIX,406260,407642
CDS,,,,chrIX,406260,407642
ORF,Verified,Degradation of Allantoin,YIR028W,chrIX,408468,410375
CDS,,,,chrIX,408468,410375
ORF,Verified,Degradation of Allantoin,YIR029W,chrIX,410807,411838
CDS,,,,chrIX,410807,411838
ARS,,,ARS922,chrIX,411935,412011
ARS_consensus_sequence,,,,chrIX,411985,412001
ORF,Verified,Dal80p-Controlled Gene,YIR030C,chrIX,412036,412770
CDS,,,,chrIX,412036,412770
ORF,Dubious,,YIR030W-A,chrIX,412899,413282
CDS,,,,chrIX,412899,413282
ORF,Verified,Degradation of Allantoin,YIR031C,chrIX,413015,414679
CDS,,,,chrIX,413015,414679
ORF,Verified,Degradation of Allantoin,YIR032C,chrIX,415030,415617
CDS,,,,chrIX,415030,415617
ORF,Verified,Multicopy suppressor of GAm1 (snf2),YIR033W,chrIX,416124,419465
CDS,,,,chrIX,416124,419465
ORF,Verified,LYSine requiring,YIR034C,chrIX,419615,420736
CDS,,,,chrIX,419615,420736
ORF,Uncharacterized,Novel REductase,YIR035C,chrIX,421026,421790
CDS,,,,chrIX,421026,421790
ORF,Verified,Increased Recombination Centers,YIR036C,chrIX,422074,422865
CDS,,,,chrIX,422074,422865
ORF,Dubious,,YIR036W-A,chrIX,422635,423036
CDS,,,,chrIX,422635,423036
ORF,Verified,HYdroperoxide Resistance,YIR037W,chrIX,423128,423619
CDS,,,,chrIX,423128,423619
ORF,Verified,GlutaThione Transferase,YIR038C,chrIX,423809,424513
CDS,,,,chrIX,423809,424513
long terminal repeat,,,YIRCdelta6,chrIX,426201,426425
ORF,Verified,YaPSin,YIR039C,chrIX,430498,432111
CDS,,,,chrIX,430498,432111
ORF,Dubious,,YIR040C,chrIX,433389,433721
CDS,,,,chrIX,433389,433721
ORF,Verified,seriPAUperin,YIR041W,chrIX,433929,434303
CDS,,,,chrIX,433929,434303
ORF,Uncharacterized,,YIR042C,chrIX,435273,435983
CDS,,,,chrIX,435273,435983
blocked reading frame,,,YIR043C,chrIX,437043,438179
CDS,,,,chrIX,437043,438179
telomere,,,TEL09R,chrIX,439068,439888
X_element,,,,chrIX,439068,439533
X_element_combinatorial_repeat,,,,chrIX,439534,439815
telomeric_repeat,,,,chrIX,439816,439888
telomere,,,TEL10L,chrX,1,7767
telomeric_repeat,,,,chrX,1,60
Y_prime_element,,,,chrX,61,6931
ARS,,,ARS1001,chrX,65,577
ORF,Uncharacterized,,YJL225C,chrX,466,6130
CDS,,,,chrX,466,4581
ORF,Dubious,,YJL225W-A,chrX,829,1311
CDS,,,,chrX,829,1311
intron,,,,chrX,4582,4969
CDS,,,,chrX,4970,6130
X_element_combinatorial_repeat,,,,chrX,6932,7304
X_element,,,,chrX,7305,7767
ARS,,,ARS1002,chrX,7445,7943
ORF,Verified,seriPAUperin family,YJL223C,chrX,8776,9138
CDS,,,,chrX,8776,9138
ORF,Dubious,,YJL222W-B,chrX,9346,9483
CDS,,,,chrX,9346,9483
ORF,Dubious,,YJL222W-A,chrX,9452,9679
CDS,,,,chrX,9452,9679
ORF,Verified,Vps Ten Homolog,YJL222W,chrX,11475,16124
CDS,,,,chrX,11475,16124
ARS,,,ARS1003,chrX,16124,16762
ORF,Verified,IsoMAltase,YJL221C,chrX,16767,18536
CDS,,,,chrX,16767,18536
ORF,Dubious,,YJL220W,chrX,18243,18695
CDS,,,,chrX,18243,18695
ORF,Verified,HeXose Transporter,YJL219W,chrX,19497,21200
CDS,,,,chrX,19497,21200
ORF,Uncharacterized,,YJL218W,chrX,21973,22563
CDS,,,,chrX,21973,22563
ORF,Verified,REgulation of Enolase,YJL217W,chrX,23133,23729
CDS,,,,chrX,23133,23729
ARS,,,ARS1004,chrX,23662,24158
ARS_consensus_sequence,,,,chrX,23819,23835
ORF,Verified,IsoMAltase,YJL216C,chrX,24341,26086
CDS,,,,chrX,24341,26086
ORF,Dubious,,YJL215C,chrX,26412,26771
CDS,,,,chrX,26412,26771
ORF,Verified,HeXose Transporter,YJL214W,chrX,26887,28596
CDS,,,,chrX,26887,28596
ORF,Verified,,YJL213W,chrX,32163,33158
CDS,,,,chrX,32163,33158
ORF,Verified,OligoPeptide Transporter,YJL212C,chrX,33850,36249
CDS,,,,chrX,33850,36249
ORF,Dubious,,YJL211C,chrX,36757,37200
CDS,,,,chrX,36757,37200
ORF,Verified,PEroXin,YJL210W,chrX,36919,37734
CDS,,,,chrX,36919,37734
ORF,Verified,Cytochrome B mRNA Processing,YJL209W,chrX,38005,39969
CDS,,,,chrX,38005,39969
ORF,Verified,NUClease,YJL208C,chrX,40194,41183
CDS,,,,chrX,40194,41183
ORF,Verified,Large AP-1 Accessory,YJL207C,chrX,41389,47433
CDS,,,,chrX,41389,47433
ORF,Uncharacterized,,YJL206C,chrX,47659,49935
CDS,,,,chrX,47659,49935
ORF,Verified,NonClassical Export,YJL205C,chrX,50139,50443
CDS,,,,chrX,50139,50268
intron,,,,chrX,50269,50411
CDS,,,,chrX,50412,50443
ORF,Verified,ReCYcling,YJL204C,chrX,50629,53151
CDS,,,,chrX,50629,53151
ORF,Verified,Pre-mRNA Processing,YJL203W,chrX,53341,54183
CDS,,,,chrX,53341,54183
ORF,Dubious,,YJL202C,chrX,53943,54290
CDS,,,,chrX,53943,54290
ORF,Verified,ExtraCellular Mutant,YJL201W,chrX,54379,56178
CDS,,,,chrX,54379,56178
ORF,Verified,ACOnitase,YJL200C,chrX,56444,58813
CDS,,,,chrX,56444,58813
tRNA gene,,,YNCJ0001C,chrX,59100,59172
noncoding_exon,,,,chrX,59100,59172
long terminal repeat,,,YJLWdelta1,chrX,59505,59784
ORF,Verified,,YJL199C,chrX,59856,60182
CDS,,,,chrX,59856,60182
ORF,Verified,PHOsphate metabolism,YJL198W,chrX,60844,63489
CDS,,,,chrX,60844,63489
ORF,Verified,UBiquitin-specific Protease,YJL197W,chrX,63805,67569
CDS,,,,chrX,63805,67569
ORF,Dubious,,YJL197C-A,chrX,65805,66086
CDS,,,,chrX,65805,66086
ARS,,,ARS1005,chrX,67663,67736
ORF,Verified,ELOngation defective,YJL196C,chrX,67850,68782
CDS,,,,chrX,67850,68782
ORF,Dubious,,YJL195C,chrX,69241,69942
CDS,,,,chrX,69241,69942
ORF,Verified,Cell Division Cycle,YJL194W,chrX,69338,70879
CDS,,,,chrX,69338,70879
ORF,Uncharacterized,,YJL193W,chrX,71366,72574
CDS,,,,chrX,71366,72574
ORF,Verified,Suppressor Of Pma1-7,YJL192C,chrX,72710,73414
CDS,,,,chrX,72710,73414
ORF,Verified,Ribosomal Protein of the Small subunit,YJL191W,chrX,73787,74611
CDS,,,,chrX,73787,73796
intron,,,,chrX,73797,74204
CDS,,,,chrX,74205,74611
ORF,Verified,Ribosomal Protein of the Small subunit,YJL190C,chrX,74910,75302
CDS,,,,chrX,74910,75302
ORF,Verified,Ribosomal Protein of the Large subunit,YJL189W,chrX,75933,76474
CDS,,,,chrX,75933,75938
intron,,,,chrX,75939,76324
ORF,Dubious,BUD site selection,YJL188C,chrX,76202,76510
CDS,,,,chrX,76202,76510
CDS,,,,chrX,76325,76474
ORF,Verified,Saccharomyces WEe1,YJL187C,chrX,76803,79262
CDS,,,,chrX,76803,79262
ORF,Verified,MaNNosyltransferase,YJL186W,chrX,80155,81915
CDS,,,,chrX,80155,81915
ORF,Verified,AuTophaGy related,YJL185C,chrX,82095,82976
CDS,,,,chrX,82095,82976
ORF,Verified,,YJL184W,chrX,83448,83819
CDS,,,,chrX,83448,83819
ORF,Verified,MaNNosyltransferase,YJL183W,chrX,84068,85336
CDS,,,,chrX,84068,85336
ORF,Dubious,,YJL182C,chrX,85435,85752
CDS,,,,chrX,85435,85752
ORF,Uncharacterized,Ran Binding domain Homolog,YJL181W,chrX,85660,87495
CDS,,,,chrX,85660,87495
ORF,Verified,ATP synthase,YJL180C,chrX,87583,88560
CDS,,,,chrX,87583,88560
ORF,Verified,PreFolDin,YJL179W,chrX,88787,89116
CDS,,,,chrX,88787,89116
ORF,Verified,AuTophaGy related,YJL178C,chrX,89282,90097
CDS,,,,chrX,89282,90097
ORF,Verified,Ribosomal Protein of the Large subunit,YJL177W,chrX,90786,91657
CDS,,,,chrX,90786,91094
intron,,,,chrX,91095,91411
CDS,,,,chrX,91412,91657
ORF,Verified,SWItching deficient,YJL176C,chrX,92053,94530
CDS,,,,chrX,92053,94530
ORF,Dubious,,YJL175W,chrX,94049,94561
CDS,,,,chrX,94049,94561
ORF,Verified,Killer toxin REsistant,YJL174W,chrX,95092,95922
CDS,,,,chrX,95092,95922
ORF,Verified,Replication Factor A,YJL173C,chrX,96161,96529
CDS,,,,chrX,96161,96529
ORF,Verified,CarboxyPeptidase yscS,YJL172W,chrX,97737,99467
CDS,,,,chrX,97737,99467
ARS,,,ARS1006,chrX,99458,99678
ARS_consensus_sequence,,,,chrX,99601,99617
ORF,Verified,TOS One Homolog,YJL171C,chrX,99704,100894
CDS,,,,chrX,99704,100894
ORF,Verified,a-Specific Gene,YJL170C,chrX,101150,101779
CDS,,,,chrX,101150,101779
ORF,Dubious,,YJL169W,chrX,102099,102467
CDS,,,,chrX,102099,102467
ORF,Verified,SET domain-containing,YJL168C,chrX,102227,104428
CDS,,,,chrX,102227,104428
ORF,Verified,ERGosterol biosynthesis,YJL167W,chrX,105014,106072
CDS,,,,chrX,105014,106072
ORF,Verified,ubiQuinol-cytochrome C oxidoReductase,YJL166W,chrX,106434,106718
CDS,,,,chrX,106434,106718
ORF,Verified,HALotolerance,YJL165C,chrX,106894,109461
CDS,,,,chrX,106894,109461
ORF,Verified,Takashi's Protein Kinase,YJL164C,chrX,109966,111159
CDS,,,,chrX,109966,111159
ORF,Uncharacterized,,YJL163C,chrX,111666,113333
CDS,,,,chrX,111666,113333
ARS,,,ARS1007,chrX,113678,113749
ARS_consensus_sequence,,,,chrX,113728,113744
ORF,Verified,J-protein (Type III),YJL162C,chrX,113878,115629
CDS,,,,chrX,113878,115629
tRNA gene,,,YNCJ0002C,chrX,115939,116010
noncoding_exon,,,,chrX,115939,116010
ORF,Uncharacterized,Found in Mitochondrial Proteome,YJL161W,chrX,117245,117787
CDS,,,,chrX,117245,117787
ORF,Uncharacterized,Protein with Internal Repeats,YJL160C,chrX,117962,118825
CDS,,,,chrX,117962,118825
ORF,Verified,Heat Shock Protein,YJL159W,chrX,120449,121690
CDS,,,,chrX,120449,121690
ORF,Verified,CIk1 Suppressing,YJL158C,chrX,122265,122948
CDS,,,,chrX,122265,122948
ORF,Verified,Factor ARrest,YJL157C,chrX,123836,126328
CDS,,,,chrX,123836,126328
ORF,Dubious,,YJL156W-A,chrX,126604,126825
CDS,,,,chrX,126604,126825
ORF,Verified,Sulfonylurea Sensitive on YPD,YJL156C,chrX,126853,128952
CDS,,,,chrX,126853,128952
ORF,Verified,Fructose BisPhosphatase,YJL155C,chrX,129285,130643
CDS,,,,chrX,129285,130643
ORF,Verified,Vacuolar Protein Sorting,YJL154C,chrX,131101,133935
CDS,,,,chrX,131101,133935
ORF,Verified,INOsitol requiring,YJL153C,chrX,134332,135933
CDS,,,,chrX,134332,135933
ORF,Dubious,,YJL152W,chrX,136174,136533
CDS,,,,chrX,136174,136533
ORF,Verified,Sensitivity to NA+,YJL151C,chrX,136372,136773
CDS,,,,chrX,136372,136773
ORF,Dubious,,YJL150W,chrX,137123,137425
CDS,,,,chrX,137123,137425
ORF,Verified,Dst1-delta 6-Azauracil Sensitivity,YJL149W,chrX,137379,139370
CDS,,,,chrX,137379,139370
snoRNA gene,,Small Nucleolar RNA,YNCJ0003C,chrX,139566,139691
noncoding_exon,,,,chrX,139566,139691
snoRNA gene,,Small Nucleolar RNA,YNCJ0004C,chrX,139761,139950
noncoding_exon,,,,chrX,139761,139950
ORF,Verified,RNA Polymerase A,YJL148W,chrX,140437,141138
CDS,,,,chrX,140437,141138
ORF,Uncharacterized,Suppression of Mitochondrial Translation,YJL147C,chrX,141419,142567
CDS,,,,chrX,141419,142567
ORF,Verified,IME2-Dependent Signaling,YJL146W,chrX,143292,144701
CDS,,,,chrX,143292,144701
ORF,Verified,Sec Fourteen Homolog,YJL145W,chrX,145160,146044
CDS,,,,chrX,145160,146044
ORF,Verified,Regulator Of Quality control,YJL144W,chrX,146359,146673
CDS,,,,chrX,146359,146673
ORF,Verified,Translocase of the Inner Mitochondrial membrane,YJL143W,chrX,147101,147577
CDS,,,,chrX,147101,147577
ORF,Uncharacterized,Increased Recombination Centers,YJL142C,chrX,147819,148211
CDS,,,,chrX,147819,148211
ORF,Verified,Yet Another Kinase,YJL141C,chrX,147967,150390
CDS,,,,chrX,147967,150390
ORF,Verified,RNA Polymerase B,YJL140W,chrX,150961,151626
CDS,,,,chrX,150961,151626
ORF,Verified,Yeast Unknown Reading frame,YJL139C,chrX,151713,152999
CDS,,,,chrX,151713,152999
ORF,Verified,Translation Initiation Factor,YJL138C,chrX,153504,154691
CDS,,,,chrX,153504,154691
ORF,Verified,Glycogenin-Like Gene,YJL137C,chrX,154985,156127
CDS,,,,chrX,154985,156127
ORF,Uncharacterized,,YJL136W-A,chrX,156169,156252
CDS,,,,chrX,156169,156252
ORF,Verified,Ribosomal Protein of the Small subunit,YJL136C,chrX,156550,157273
CDS,,,,chrX,156550,156789
intron,,,,chrX,156790,157249
CDS,,,,chrX,157250,157273
ORF,Dubious,,YJL135W,chrX,157877,158194
CDS,,,,chrX,157877,158194
ORF,Verified,Long-Chain Base,YJL134W,chrX,158188,159417
CDS,,,,chrX,158188,159417
ORF,Uncharacterized,Delta-Psi dependent mitochondrial Import protein of 8 kDa,YJL133C-A,chrX,159623,159847
CDS,,,,chrX,159623,159847
ORF,Verified,Mitochondrial RNA Splicing,YJL133W,chrX,160619,161563
CDS,,,,chrX,160619,161563
ORF,Uncharacterized,,YJL132W,chrX,161914,164166
CDS,,,,chrX,161914,164166
ORF,Verified,Altered Inheritance rate of Mitochondria,YJL131C,chrX,164278,165348
CDS,,,,chrX,164278,165348
ORF,Verified,URAcil requiring,YJL130C,chrX,165723,172367
CDS,,,,chrX,165723,172367
five_prime_UTR_intron,,,,chrX,172433,172752
ORF,Verified,TRansport of potassium (K),YJL129C,chrX,173599,177306
CDS,,,,chrX,173599,177306
ORF,Verified,Polymyxin B Sensitivity,YJL128C,chrX,178097,180103
CDS,,,,chrX,178097,180103
ORF,Dubious,,YJL127W-A,chrX,180194,180310
CDS,,,,chrX,180194,180310
ORF,Uncharacterized,Mitochondrial Class One protein of 6 kDa,YJL127C-B,chrX,181551,181709
CDS,,,,chrX,181551,181709
ORF,Verified,SuPpressor of Ty,YJL127C,chrX,182298,184220
CDS,,,,chrX,182298,184220
ORF,Verified,NITrilase superfamily,YJL126W,chrX,184501,185424
CDS,,,,chrX,184501,185424
ORF,Verified,General Control Nonderepressible,YJL125C,chrX,185528,186679
CDS,,,,chrX,185528,186679
ORF,Verified,Like SM,YJL124C,chrX,187126,187644
CDS,,,,chrX,187126,187644
ORF,Verified,Maintenance of Telomere Capping,YJL123C,chrX,188004,189440
CDS,,,,chrX,188004,189440
ORF,Verified,Arx1 Little Brother,YJL122W,chrX,189716,190243
CDS,,,,chrX,189716,190243
ORF,Verified,Ribulose 5-Phosphate Epimerase,YJL121C,chrX,190374,191090
CDS,,,,chrX,190374,191090
ORF,Dubious,,YJL120W,chrX,191022,191345
CDS,,,,chrX,191022,191345
ORF,Dubious,,YJL119C,chrX,191572,191895
CDS,,,,chrX,191572,191895
ORF,Verified,,YJL118W,chrX,191639,192298
CDS,,,,chrX,191639,192298
ORF,Verified,PHOsphate metabolism,YJL117W,chrX,192531,193466
CDS,,,,chrX,192531,193466
ORF,Verified,Nuclear Control of ATPase,YJL116C,chrX,193860,194873
CDS,,,,chrX,193860,194873
ORF,Verified,Anti-Silencing Function,YJL115W,chrX,196287,197126
CDS,,,,chrX,196287,197126
tRNA gene,,,YNCJ0005C,chrX,197313,197385
noncoding_exon,,,,chrX,197313,197385
long terminal repeat,,,YJLWsigma1,chrX,197401,197494
long terminal repeat,,,YJLWtau1,chrX,197545,197915
LTR retrotransposon,,,YJLWTy4-1,chrX,197545,203768
transposable element gene,,,YJL114W,chrX,197915,198595
CDS,,,,chrX,197915,198595
transposable element gene,,,YJL113W,chrX,198678,203325
CDS,,,,chrX,198678,198998
plus_1_translational_frameshift,,,,chrX,198999,198999
CDS,,,,chrX,199000,203325
long terminal repeat,,,YJLWtau2,chrX,203398,203768
long terminal repeat,,,YJLCdelta3,chrX,203783,204114
ARS,,,ARS1008,chrX,204029,204917
ARS_consensus_sequence,,,,chrX,204225,204241
tRNA gene,,,YNCJ0006W,chrX,204735,204806
noncoding_exon,,,,chrX,204735,204806
ORF,Verified,Mitochondrial DiVision,YJL112W,chrX,205305,207449
CDS,,,,chrX,205305,207449
ORF,Verified,Chaperonin Containing TCP-1,YJL111W,chrX,207877,209529
CDS,,,,chrX,207877,209529
ORF,Verified,Gata Zinc Finger protein,YJL110C,chrX,209922,211577
CDS,,,,chrX,209922,211577
ORF,Verified,U Three Protein,YJL109C,chrX,212000,217309
CDS,,,,chrX,212000,217309
ORF,Verified,Pheromone-Regulated Membrane protein,YJL108C,chrX,217705,218856
CDS,,,,chrX,217705,218856
ORF,Uncharacterized,,YJL107C,chrX,218853,220016
CDS,,,,chrX,218853,220016
ORF,Verified,Inducer of MEiosis,YJL106W,chrX,221390,223327
CDS,,,,chrX,221390,223327
ORF,Verified,SET domain-containing,YJL105W,chrX,225055,226737
CDS,,,,chrX,225055,226737
ORF,Verified,Presequence translocase-Associated Motor,YJL104W,chrX,227327,227776
CDS,,,,chrX,227327,227776
snoRNA gene,,Small Nucleolar RNA,YNCJ0007C,chrX,228094,228479
noncoding_exon,,,,chrX,228094,228479
ARS,,,ARS1009,chrX,228552,229043
ARS_consensus_sequence,,,,chrX,228559,228575
ORF,Verified,Glucose Starvation Modulator,YJL103C,chrX,229025,230881
CDS,,,,chrX,229025,230881
ORF,Verified,Mitochondrial Elongation Factor,YJL102W,chrX,231301,233760
CDS,,,,chrX,231301,233760
tRNA gene,,,YNCJ0008W,chrX,233939,234011
noncoding_exon,,,,chrX,233939,234011
ORF,Verified,glutathione (GSH),YJL101C,chrX,234320,236356
CDS,,,,chrX,234320,236356
ORF,Verified,Las Seventeen Binding protein,YJL100W,chrX,237263,239086
CDS,,,,chrX,237263,239086
ORF,Verified,CHitin Synthase-related,YJL099W,chrX,239414,241654
CDS,,,,chrX,239414,241654
ORF,Verified,Sit4 Associated Protein,YJL098W,chrX,242082,245258
CDS,,,,chrX,242082,245258
ORF,Verified,PTPLA Homolog involved in Sphingolipid biosynthesis 1,YJL097W,chrX,245591,246244
CDS,,,,chrX,245591,246244
ORF,Verified,"Mitochondrial Ribosomal Protein, Large subunit",YJL096W,chrX,246490,246975
CDS,,,,chrX,246490,246975
matrix attachment site,,Extra TFIIIC,ETC3,chrX,247060,247082
ORF,Verified,Bypass of C Kinase,YJL095W,chrX,247255,251691
CDS,,,,chrX,247255,251691
ORF,Verified,K/H ion Antiporter,YJL094C,chrX,251821,254442
CDS,,,,chrX,251821,254442
ORF,Verified,,YJL093C,chrX,254737,256812
CDS,,,,chrX,254737,256812
ORF,Verified,Suppressor of Rad Six,YJL092W,chrX,257423,260947
CDS,,,,chrX,257423,260947
ORF,Verified,GPI-anchored Wall protein Transfer,YJL091C,chrX,261080,262552
CDS,,,,chrX,261080,262552
ORF,Verified,DNA Polymerase B (II),YJL090C,chrX,262757,265051
CDS,,,,chrX,262757,265051
ORF,Verified,SNF1-Interacting Protein,YJL089W,chrX,265926,268415
CDS,,,,chrX,265926,268415
ORF,Verified,ARGinine requiring,YJL088W,chrX,268799,269815
CDS,,,,chrX,268799,269815
ORF,Verified,tRNA Ligase,YJL087C,chrX,270002,272485
CDS,,,,chrX,270002,272485
ORF,Dubious,,YJL086C,chrX,272478,272846
CDS,,,,chrX,272478,272846
ORF,Verified,EXOcyst,YJL085W,chrX,272827,274698
CDS,,,,chrX,272827,274698
ORF,Verified,Arrestin-Like Yeast protein,YJL084C,chrX,274862,278002
CDS,,,,chrX,274862,278002
ORF,Verified,,YJL083W,chrX,278841,280655
CDS,,,,chrX,278841,280655
ORF,Verified,Increased Minichromosome Loss,YJL082W,chrX,281185,283380
CDS,,,,chrX,281185,283380
ORF,Verified,Actin-Related Protein,YJL081C,chrX,283802,285271
CDS,,,,chrX,283802,285271
ORF,Verified,S. cerevisiae protein involved in the Control of Ploidy,YJL080C,chrX,285558,289226
CDS,,,,chrX,285558,289226
ORF,Verified,Pathogen Related in Yeast,YJL079C,chrX,289875,290774
CDS,,,,chrX,289875,290774
ORF,Verified,Pathogen Related in Yeast,YJL078C,chrX,291336,293981
CDS,,,,chrX,291336,293981
ORF,Uncharacterized,,YJL077W-B,chrX,294047,294145
CDS,,,,chrX,294047,294145
ORF,Verified,Increased Copper Sensitivity,YJL077C,chrX,294666,295061
CDS,,,,chrX,294666,295061
ORF,Uncharacterized,,YJL077W-A,chrX,294799,294885
CDS,,,,chrX,294799,294885
ORF,Verified,Nucleolar silencing Establishing factor and Telophase regulator,YJL076W,chrX,295245,298814
CDS,,,,chrX,295245,298814
ORF,Uncharacterized,,YJL075C,chrX,298460,298876
CDS,,,,chrX,298460,298876
ARS,,,ARS1010,chrX,298981,299245
ORF,Verified,Stability of MiniChromosomes,YJL074C,chrX,299157,302849
CDS,,,,chrX,299157,302849
ORF,Verified,DnaJ-like protein of the ER Membrane,YJL073W,chrX,303181,305118
CDS,,,,chrX,303181,305118
ORF,Verified,Partner of Sld Five,YJL072C,chrX,305221,305862
CDS,,,,chrX,305221,305862
ORF,Verified,ARGinine requiring,YJL071W,chrX,306132,307856
CDS,,,,chrX,306132,307856
ORF,Uncharacterized,,YJL070C,chrX,307971,310637
CDS,,,,chrX,307971,310637
ORF,Verified,U Three Protein,YJL069C,chrX,310922,312706
CDS,,,,chrX,310922,312706
ORF,Verified,,YJL068C,chrX,313016,313915
CDS,,,,chrX,313016,313915
ORF,Dubious,,YJL067W,chrX,314084,314434
CDS,,,,chrX,314084,314434
ORF,Verified,Mitochondrial Peculiar Membrane protein,YJL066C,chrX,314114,314872
CDS,,,,chrX,314114,314872
ORF,Verified,Dpb3-Like Subunit of ISW2/yCHRAC complex,YJL065C,chrX,315054,315557
CDS,,,,chrX,315054,315557
ORF,Dubious,,YJL064W,chrX,315175,315570
CDS,,,,chrX,315175,315570
ORF,Verified,"Mitochondrial Ribosomal Protein, Large subunit",YJL063C,chrX,315759,316475
CDS,,,,chrX,315759,316475
ORF,Verified,Cytochrome Oxidase Assembly,YJL062W-A,chrX,316723,316980
CDS,,,,chrX,316723,316980
ORF,Verified,Local Anestheticum Sensitive,YJL062W,chrX,317284,319776
CDS,,,,chrX,317284,319776
ORF,Verified,NUclear Pore,YJL061W,chrX,320016,322157
CDS,,,,chrX,320016,322157
ORF,Verified,Biosynthesis of Nicotinic Acid,YJL060W,chrX,323386,324720
CDS,,,,chrX,323386,324720
ORF,Verified,Yeast Homolog of human Cln3,YJL059W,chrX,324964,326190
CDS,,,,chrX,324964,326190
ORF,Verified,Binding partner of Tor2p,YJL058C,chrX,326242,327873
CDS,,,,chrX,326242,327873
ORF,Verified,,YJL057C,chrX,328118,330121
CDS,,,,chrX,328118,330121
ORF,Verified,Zinc-responsive Activator Protein,YJL056C,chrX,330431,333073
CDS,,,,chrX,330431,333073
