,Systematic name,RNA pol II  presence (per gene),TR indirect (mol/hour),TR (mol/hour)
4059,YLR039C,0.1925,1.194,5.466
4060,YLR040C,0.0265,2.0279999999999996,3.546
4061,YLR041W,0.018,1.368,5.064
4062,YLR042C,0.0151,,2.8080000000000003
4063,YLR043C,0.0379,,10.98
4064,YLR044C,0.4063,295.344,21.624
4065,YLR045C,0.2884,1.332,9.738
4066,YLR046C,0.0642,1.302,7.116
4067,YLR047C,0.1115,,4.872
4068,YLR048W,0.3549,61.290000000000006,28.596
4069,YLR049C,0.0592,3.138,4.140000000000001
4070,YLR050C,,4.2540000000000004,
4071,YLR051C,0.1487,9.504000000000001,20.496000000000002
4072,YLR052W,0.0995,6.7379999999999995,11.91
4073,YLR053C,0.0266,,7.338
4074,YLR054C,0.0342,,1.362
4075,YLR055C,,12.617999999999999,
4076,YLR056W,0.216,43.488,17.724
4077,YLR057W,0.1234,,4.356
4078,YLR058C,0.0692,27.36,4.422
4079,YLR059C,0.0933,13.26,10.379999999999999
4080,YLR060W,0.2872,15.27,14.466000000000001
4081,YLR061W,0.4094,,48.864000000000004
4082,YLR062C,,,
4083,YLR063W,0.1664,0.864,13.65
4084,YLR064W,0.0666,,7.3020000000000005
4085,YLR065C,0.0499,,8.25
4086,YLR066W,0.0373,,6.0600000000000005
4087,YLR067C,0.1317,,4.092
4088,YLR068W,0.0532,2.058,10.524000000000001
4089,YLR069C,0.1645,3.372,6.4799999999999995
4090,YLR070C,0.0307,,2.5799999999999996
4091,YLR071C,0.3349,3.1020000000000003,9.282
4092,YLR072W,0.1405,,6.078
4093,YLR073C,0.0729,,10.902
4094,YLR074C,0.1379,11.766,24.828
4095,YLR075W,0.5866,,79.392
4096,YLR076C,0.4099,,87.414
4097,YLR077W,0.171,,8.79
4098,YLR078C,0.0644,21.45,7.038
4099,YLR079W,0.2263,17.892000000000003,23.856
4100,YLR080W,0.0154,1.242,1.038
4101,YLR081W,0.0289,,1.506
4102,YLR082C,0.086,,6.564
4103,YLR083C,0.1659,9.696,7.452
4104,YLR084C,0.1915,0.648,4.704
4105,YLR085C,0.1275,2.19,8.718
4106,YLR086W,0.3141,3.7620000000000005,6.642
4107,YLR087C,,,
4108,YLR088W,0.09,5.112,4.392
4109,YLR089C,,6.63,
4110,YLR090W,0.1608,2.154,10.494
4111,YLR091W,0.0941,1.098,9.606
4112,YLR092W,0.1301,,4.368
4113,YLR093C,0.1063,32.184,10.608
4114,YLR094C,0.3263,,19.476
4115,YLR095C,0.2582,2.3339999999999996,9.534
4116,YLR096W,0.3224,5.532,8.430000000000001
4117,YLR097C,0.065,1.092,5.6579999999999995
4118,YLR098C,0.1529,0.48,7.074
4119,YLR099C,0.1965,7.176,14.94
4120,YLR099W-A,,,
4121,YLR100W,0.1663,,14.346
4122,YLR101C,0.0749,,17.058
4123,YLR102C,0.0525,,5.922
4124,YLR103C,0.0997,,4.596
4125,YLR104W,,,
4126,YLR105C,0.0896,,7.116
4127,YLR106C,,,
4128,YLR107W,0.0658,7.932,4.872
4129,YLR108C,0.145,0.75,8.957999999999998
4130,YLR109W,0.2944,127.59,49.998000000000005
4131,YLR110C,0.2767,760.4939999999999,62.105999999999995
4132,YLR111W,0.0193,,5.238
4133,YLR112W,0.0123,1.746,2.6399999999999997
4134,YLR113W,0.1694,27.264000000000003,11.67
4135,YLR114C,0.195,9.15,7.65
4136,YLR115W,0.1424,5.862,4.968
4137,YLR116W,0.1414,,8.904
4138,YLR117C,0.1872,1.254,8.166
4139,YLR118C,0.0225,4.41,2.9579999999999997
4140,YLR119W,0.026,5.226,3.6540000000000004
4141,YLR120C,0.0798,4.806,4.2059999999999995
4142,YLR120W-A,,,
4143,YLR121C,0.2739,,16.152
4144,YLR122C,0.0064,0.42600000000000005,1.524
4145,YLR123C,,,
4146,YLR124W,0.0222,0.348,5.82
4147,YLR125W,0.0408,0.36600000000000005,8.952
4148,YLR126C,0.0669,2.634,7.973999999999999
4149,YLR127C,0.1332,,4.68
4150,YLR128W,0.0379,0.648,3.774
4151,YLR129W,0.6556,,20.843999999999998
4152,YLR130C,0.1682,,11.940000000000001
4153,YLR131C,0.1414,,5.502000000000001
4154,YLR132C,0.0172,,1.776
4155,YLR133W,0.0965,1.698,4.968
4156,YLR134W,0.1479,0.516,7.872000000000001
4157,YLR135W,0.1706,0.8999999999999999,6.84
4158,YLR136C,0.0936,1.368,9.834
4159,YLR137W,0.1235,,10.074
4160,YLR138W,0.2655,2.2199999999999998,8.081999999999999
4161,YLR139C,0.1256,1.068,5.8500000000000005
4162,YLR140W,0.0314,,8.658000000000001
4163,YLR141W,,,
4164,YLR142W,0.0262,,1.65
4165,YLR143W,,2.484,
4166,YLR144C,0.1337,1.0139999999999998,5.1419999999999995
4167,YLR145W,0.0825,,12.27
4168,YLR146C,0.0501,,4.998
4169,YLR146W-A,,,
4170,YLR147C,0.0383,,11.31
4171,YLR148W,0.0915,,2.988
4172,YLR149C,0.0507,,2.0820000000000003
4173,YLR149C-A,,,
4174,YLR150W,0.4139,34.542,45.372
4175,YLR151C,0.0364,,3.204
4176,YLR152C,0.0852,1.3499999999999999,4.433999999999999
4177,YLR153C,0.5809,10.614,25.494
4178,YLR154C,,,
4179,YLR154C-G,,,
4180,YLR154C-H,,,
4181,YLR154W-A,,,
4182,YLR154W-B,,,
4183,YLR154W-C,,,
4184,YLR154W-E,,,
4185,YLR154W-F,,,
4186,YLR155C,0.1036,,8.568000000000001
4187,YLR156C-A,,,
4188,YLR156W,0.0252,,6.6
4189,YLR157C,,,
4190,YLR157C-C,,,
4191,YLR157W-D,,,
4192,YLR157W-E,,,
4193,YLR158C,,,
4194,YLR159C-A,,,
4195,YLR159W,,,
4196,YLR160C,,,
4197,YLR161W,,,
4198,YLR162W,,,
4199,YLR162W-A,,,
4200,YLR163C,0.1403,6.816000000000001,9.102
4201,YLR163W-A,,,
4202,YLR164W,0.0154,1.212,2.736
4203,YLR165C,0.0261,,3.072
4204,YLR166C,0.1022,1.38,3.516
4205,YLR167W,0.3411,1498.5,67.032
4206,YLR168C,0.0835,,10.86
4207,YLR169W,,,
4208,YLR170C,0.0624,,11.952
4209,YLR171W,0.0438,,10.128
4210,YLR172C,0.1044,6.426,10.421999999999999
4211,YLR173W,0.0829,0.186,4.085999999999999
4212,YLR174W,0.0442,0.198,3.21
4213,YLR175W,0.3488,92.562,21.636
4214,YLR176C,0.0507,1.518,1.8719999999999999
4215,YLR177W,0.1125,3.1919999999999997,5.37
4216,YLR178C,0.0442,,6.036
4217,YLR179C,0.1551,25.104,23.076
4218,YLR180W,0.168,52.878,13.176
4219,YLR181C,0.0697,4.53,6.324
4220,YLR182W,0.1661,1.884,6.198
4221,YLR183C,0.038,3.9179999999999997,2.3280000000000003
4222,YLR184W,0.0152,0.132,3.954
4223,YLR185W,0.2387,52.554,34.373999999999995
4224,YLR186W,0.0787,,9.342
4225,YLR187W,0.297,0.5579999999999999,8.676
4226,YLR188W,0.2541,2.784,10.956000000000001
4227,YLR189C,,2.2560000000000002,
4228,YLR190W,0.1408,0.46799999999999997,8.591999999999999
4229,YLR191W,0.0626,2.346,4.854
4230,YLR192C,0.1167,11.898,13.182
4231,YLR193C,0.0286,3.384,4.890000000000001
4232,YLR194C,0.2908,,34.26
4233,YLR195C,0.1593,12.719999999999999,10.488000000000001
4234,YLR196W,0.3847,9.426,20.016000000000002
4235,YLR197W,0.2827,,16.806
4236,YLR198C,,,
4237,YLR199C,0.0543,5.418,5.328
4238,YLR200W,0.0406,11.82,10.626000000000001
4239,YLR201C,0.0271,6.066,3.1199999999999997
4240,YLR202C,,,
4241,YLR203C,0.0669,,4.596
4242,YLR204W,0.0891,8.646,23.928
4243,YLR205C,0.0733,2.37,6.924
4244,YLR206W,0.2358,,11.526
4245,YLR207W,0.1503,1.206,5.406
4246,YLR208W,0.1818,14.166,18.324
4247,YLR209C,0.0612,7.0680000000000005,5.8919999999999995
4248,YLR210W,0.0739,,4.811999999999999
4249,YLR211C,0.0319,1.26,3.8819999999999997
4250,YLR212C,0.0676,1.332,4.284000000000001
4251,YLR213C,0.0659,,4.6739999999999995
4252,YLR214W,0.4941,7.794,21.588
4253,YLR215C,0.0794,0.3,6.606
4254,YLR216C,0.586,12.719999999999999,47.304
4255,YLR217W,,,
4256,YLR218C,0.0696,3.786,13.866
4257,YLR219W,0.2621,,10.787999999999998
4258,YLR220W,0.1098,2.91,10.212
4259,YLR221C,0.0485,2.976,6.588
4260,YLR222C,0.2995,13.626,10.986
4261,YLR222C-A,,,
4262,YLR223C,0.4717,,13.032
4263,YLR224W,0.0863,1.6199999999999999,7.002
4264,YLR225C,0.148,5.178,10.896
4265,YLR226W,,,
4266,YLR227C,0.0663,,4.032
4267,YLR228C,0.0681,3.48,2.508
4268,YLR229C,0.057,32.778,8.922
4269,YLR230W,0.0254,,7.482
4270,YLR231C,0.0456,4.6739999999999995,3.012
4271,YLR232W,,,
4272,YLR233C,0.1095,1.068,4.6979999999999995
4273,YLR234W,0.1368,,6.2459999999999996
4274,YLR235C,0.0219,,4.944
4275,YLR236C,,,
4276,YLR237W,0.0558,0.876,2.7960000000000003
4277,YLR238W,0.0906,4.56,5.676
4278,YLR239C,0.046,0.36600000000000005,4.2
4279,YLR240W,0.0926,2.436,3.1740000000000004
4280,YLR241W,0.1023,,3.9179999999999997
4281,YLR242C,0.0232,,2.1599999999999997
4282,YLR243W,0.0391,3.144,4.308
4283,YLR244C,0.3798,16.128,29.388
4284,YLR245C,0.0691,0.51,14.526
4285,YLR246W,0.0928,3.54,7.733999999999999
4286,YLR247C,0.2901,1.41,5.5920000000000005
4287,YLR248W,0.2952,3.1799999999999997,14.502
4288,YLR249W,5.4928,56.016,157.74
4289,YLR250W,0.0854,2.676,10.92
4290,YLR251W,0.0441,,6.69
4291,YLR252W,,,
4292,YLR253W,0.277,,14.592
4293,YLR254C,0.0457,,7.2299999999999995
4294,YLR255C,,0.078,
4295,YLR256W,,,
4296,YLR257W,0.4126,49.14,38.483999999999995
4297,YLR258W,0.0919,,3.906
4298,YLR259C,1.3922,5.55,72.936
4299,YLR260W,0.195,3.468,8.508000000000001
4300,YLR261C,0.0449,,12.408000000000001
4301,YLR262C,0.0547,,7.614000000000001
4302,YLR262C-A,,,
4303,YLR263W,0.0754,,2.73
4304,YLR264C-A,,,
4305,YLR264W,,43.992,
4306,YLR265C,,1.8780000000000001,
4307,YLR266C,0.1199,,5.1240000000000006
4308,YLR267W,0.0373,0.42,1.962
4309,YLR268W,0.0326,,4.553999999999999
4310,YLR269C,0.0284,,7.3020000000000005
4311,YLR270W,0.0386,1.284,3.306
4312,YLR271W,0.0325,1.9559999999999997,3.546
4313,YLR272C,,2.088,
4314,YLR273C,0.0793,,3.6719999999999997
4315,YLR274W,0.2089,,8.081999999999999
4316,YLR275W,0.0336,3.234,7.164000000000001
4317,YLR276C,0.2262,,11.405999999999999
4318,YLR277C,0.1699,,6.54
4319,YLR278C,0.4607,,10.302
4320,YLR279W,0.0136,,3.144
4321,YLR280C,0.0442,,11.376
4322,YLR281C,0.0545,,10.494
4323,YLR282C,0.019,,5.010000000000001
4324,YLR283W,0.0313,,2.982
4325,YLR284C,0.0231,,2.4659999999999997
4326,YLR285C-A,,,
4327,YLR285W,0.0496,,5.694
4328,YLR286C,0.5793,67.758,30.888
4329,YLR286W-A,,,
4330,YLR287C,0.1188,4.2780000000000005,10.020000000000001
4331,YLR287C-A,,,
4332,YLR288C,0.088,,5.562
4333,YLR289W,0.1079,0.8999999999999999,5.016
4334,YLR290C,,5.418,
4335,YLR291C,0.0954,,7.5
4336,YLR292C,0.0604,27.450000000000003,9.354000000000001
4337,YLR293C,0.091,,12.432
4338,YLR294C,0.02,0.816,5.466
4339,YLR295C,0.0905,,21.78
4340,YLR296W,,,
4341,YLR297W,0.0614,1.422,14.208
4342,YLR298C,0.068,,8.802
4343,YLR299C-A,,,
4344,YLR299W,0.1649,,7.4879999999999995
4345,YLR300W,1.1884,49.733999999999995,79.464
4346,YLR301W,0.0771,12.774000000000001,9.45
4347,YLR302C,,,
4348,YLR303W,0.0457,0.072,3.084
4349,YLR304C,1.6042,4.098,61.806
4350,YLR305C,0.5562,4.776,8.778
4351,YLR306W,0.0341,2.358,4.392
4352,YLR307C-A,,,
4353,YLR307W,,0.12,
4354,YLR308W,,0.144,
4355,YLR309C,0.1364,1.716,4.488
4356,YLR310C,0.3732,,7.0440000000000005
4357,YLR311C,0.0116,0.096,3.024
4358,YLR312C,,,
4359,YLR312W-A,,5.0040000000000004,
4360,YLR313C,0.0565,3.42,2.5620000000000003
4361,YLR314C,0.1388,7.758,7.998
4362,YLR315W,0.0272,,5.316
4363,YLR316C,0.2182,,17.988
4364,YLR317W,0.0615,,12.762
4365,YLR318W,,,
4366,YLR319C,0.1397,3.0300000000000002,5.316
4367,YLR320W,,,
4368,YLR321C,0.1045,,7.343999999999999
4369,YLR322W,0.0162,,4.656000000000001
4370,YLR323C,0.0375,,4.326
4371,YLR324W,0.0702,1.3559999999999999,4.0200000000000005
4372,YLR325C,,670.116,
4373,YLR326W,0.019,1.308,2.37
4374,YLR327C,0.0246,,8.532
4375,YLR328W,0.1215,7.032,9.072
4376,YLR329W,0.036,,3.636
4377,YLR330W,0.3406,22.584,15.21
4378,YLR331C,0.0394,,9.414000000000001
4379,YLR332W,0.458,28.092,36.474
4380,YLR333C,0.0784,104.94000000000001,21.648
4381,YLR334C,0.0104,0.084,2.472
4382,YLR335W,0.2323,18.618000000000002,9.672
4383,YLR336C,0.1771,7.4879999999999995,5.904
4384,YLR337C,,,
4385,YLR338W,0.1149,,12.066
4386,YLR339C,0.2971,0.222,48.522
4387,YLR340W,0.3053,224.706,29.292
4388,YLR341W,0.0204,0.12,1.284
4389,YLR342W,0.3495,,5.586
4390,YLR342W-A,,,
4391,YLR343W,0.0953,,5.1419999999999995
4392,YLR344W,0.2496,125.682,27.066
4393,YLR345W,0.0586,13.404,3.45
4394,YLR346C,,,
4395,YLR347C,0.4392,0.924,15.294
4396,YLR347W-A,,,
4397,YLR348C,0.1434,4.074,14.406
4398,YLR349W,0.1218,0.15,21.66
4399,YLR350W,0.1532,12.36,21.216
4400,YLR351C,0.092,23.142,9.456
4401,YLR352W,,0.222,
4402,YLR353W,0.1478,,7.343999999999999
4403,YLR354C,0.3897,23.058,34.83
4404,YLR355C,1.6262,79.86,123.306
4405,YLR356W,0.0066,2.19,1.002
4406,YLR357W,0.3373,,11.376
4407,YLR358C,0.0594,,9.485999999999999
4408,YLR359W,0.2968,142.554,18.444
4409,YLR360W,0.0619,,4.218
4410,YLR361C,0.0883,,4.578
4411,YLR361C-A,,,
4412,YLR362W,0.1197,2.472,5.0040000000000004
4413,YLR363C,0.0361,0.186,4.944
4414,YLR363W-A,0.0256,,8.964
4415,YLR364C-A,,,
4416,YLR364W,0.0227,0.8099999999999999,6.21
4417,YLR365W,0.0167,,4.518000000000001
4418,YLR366W,0.017,,5.0040000000000004
4419,YLR367W,0.3503,42.233999999999995,36.03
4420,YLR368W,0.0892,2.136,4.47
4421,YLR369W,0.1663,1.5959999999999999,7.59
4422,YLR370C,0.0377,14.736,6.336
4423,YLR371W,0.4005,2.136,8.856
4424,YLR372W,0.0946,12.624,8.208
4425,YLR373C,0.1088,2.3339999999999996,3.618
4426,YLR374C,0.0862,,19.932
4427,YLR375W,0.1572,,13.722
4428,YLR376C,0.0372,,4.596
4429,YLR377C,0.0554,,4.764
4430,YLR378C,0.2035,26.148,12.702
4431,YLR379W,0.029,6.174,6.9719999999999995
4432,YLR380W,0.0772,29.7,5.67
4433,YLR381W,0.0818,,3.342
4434,YLR382C,0.1003,,3.3659999999999997
4435,YLR383W,0.1316,3.0,3.54
4436,YLR384C,0.6906,,15.348000000000003
4437,YLR385C,0.0218,,4.92
4438,YLR386W,0.1029,1.884,3.504
4439,YLR387C,0.1291,9.012,8.946000000000002
4440,YLR388W,0.0192,206.058,10.14
4441,YLR389C,0.2862,,8.358
4442,YLR390W,0.039,8.549999999999999,10.386000000000001
4443,YLR390W-A,0.059,26.364,7.416
4444,YLR392C,0.0543,0.15,3.144
4445,YLR393W,0.0408,,4.3740000000000006
4446,YLR394W,0.0447,0.942,2.778
4447,YLR395C,0.0154,13.398,5.868
4448,YLR396C,0.1522,1.41,6.6
4449,YLR397C,0.2688,3.384,10.331999999999999
4450,YLR398C,0.3467,,8.076
4451,YLR399C,0.6496,19.962,28.38
4452,YLR399W-A,,,
4453,YLR400W,0.0733,,13.956
4454,YLR401C,0.301,,13.5
4455,YLR402W,,0.5399999999999999,
4456,YLR403W,,2.46,
4457,YLR404W,0.0463,1.254,4.8660000000000005
4458,YLR405W,0.2396,7.973999999999999,19.548
4459,YLR406C,0.0959,70.71600000000001,12.51
4460,YLR406C-A,,,
4461,YLR407W,0.0817,0.8999999999999999,10.674
4462,YLR408C,0.0213,0.888,5.214
4463,YLR409C,0.1283,3.324,4.098
4464,YLR410W,0.4861,,12.719999999999999
4465,YLR411W,0.0541,,6.714
4466,YLR412C-A,,,
4467,YLR412W,0.0711,11.568,7.763999999999999
4468,YLR413W,0.843,19.398,37.428000000000004
4469,YLR414C,0.3337,13.758000000000001,37.974000000000004
4470,YLR415C,0.0249,0.522,6.642
4471,YLR416C,0.0123,,2.778
4472,YLR417W,,6.090000000000001,
4473,YLR418C,0.1103,6.522,8.4
4474,YLR419W,0.2149,1.446,4.488
4475,YLR420W,0.1509,26.448,12.414
4476,YLR421C,0.1097,13.764,21.012
4477,YLR422W,0.2944,,4.572
4478,YLR423C,0.0213,0.072,1.5299999999999998
4479,YLR424W,0.0981,0.534,4.152
4480,YLR425W,,,
4481,YLR426W,,2.538,
4482,YLR427W,0.1471,7.038,6.582000000000001
4483,YLR428C,0.0545,0.228,14.256
4484,YLR429W,0.2988,10.260000000000002,13.758000000000001
4485,YLR430W,0.3826,,5.1419999999999995
4486,YLR431C,0.0453,0.6779999999999999,2.9939999999999998
4487,YLR432W,0.1949,37.08,11.165999999999999
4488,YLR433C,0.1242,1.482,6.731999999999999
4489,YLR434C,0.0077,,1.818
4490,YLR435W,0.0613,3.4979999999999998,8.94
4491,YLR436C,,0.858,
4492,YLR437C,0.0723,5.37,16.218
4493,YLR437C-A,,,
4494,YLR438C-A,0.0466,,15.576
4495,YLR438W,,7.212,
4496,YLR439W,0.1195,,11.22
4497,YLR440C,0.2046,6.546,8.652
4498,YLR441C,0.1927,126.258,22.614
4499,YLR442C,,1.8960000000000001,
4500,YLR443W,0.1335,,8.927999999999999
4501,YLR444C,0.0204,,6.090000000000001
4502,YLR445W,,,
4503,YLR446W,0.0802,0.174,5.55
4504,YLR447C,0.1849,52.896,16.044
4505,YLR448W,0.3163,24.384,31.14
4506,YLR449W,0.2241,35.339999999999996,17.124
4507,YLR450W,0.2314,,6.636
4508,YLR451W,0.3434,1.818,11.622
4509,YLR452C,0.2919,11.046000000000001,12.534
4510,YLR453C,0.0809,,6.132
4511,YLR454W,,,
4512,YLR455W,0.0901,1.884,8.867999999999999
4513,YLR456W,0.0187,2.046,2.748
4514,YLR457C,0.0433,0.30600000000000005,4.068
4515,YLR458W,0.0125,,2.97
4516,YLR459W,,4.914,
4517,YLR460C,0.0248,,1.974
4518,YLR461W,,0.162,
4519,YLR462W,,,
4520,YLR463C,,,
4521,YLR464W,,,
4522,YLR465C,,,
4523,YLR466C-A,,,
4524,YLR466C-B,,,
4525,YLR466W,,,
4526,YLR467C-A,,,
4527,YLR467W,,,
4528,YML001W,,14.466000000000001,
4529,YML002W,0.0958,1.416,3.894
4530,YML003W,,,
4531,YML004C,0.1104,,10.134
4532,YML005W,0.0534,,3.462
4533,YML006C,0.1777,0.378,6.882
4534,YML007C-A,,,
4535,YML007W,0.2642,2.616,12.180000000000001
4536,YML008C,0.1835,12.918,14.346
4537,YML009C,,8.256,
4538,YML009C-A,,,
4539,YML009W-B,,,
4540,YML010W,0.5387,,15.191999999999998
4541,YML011C,0.0208,4.553999999999999,3.5100000000000002
4542,YML012C-A,0.0562,,13.428
4543,YML012W,0.0887,40.476,12.576
4544,YML013W,0.1558,,7.992000000000001
4545,YML014W,0.0544,,5.832
4546,YML015C,0.1115,,9.654
4547,YML016C,0.2008,1.7999999999999998,8.7
4548,YML017W,0.1968,,8.268
4549,YML018C,0.1533,4.74,11.682
4550,YML019W,0.0356,5.796,3.21
4551,YML020W,,,
4552,YML021C,,10.362,
4553,YML022W,0.0792,42.036,12.666
4554,YML023C,0.1539,3.966,8.298
4555,YML024W,0.2782,122.11200000000001,30.983999999999998
4556,YML025C,0.1037,4.038,9.732000000000001
4557,YML026C,0.2814,,30.108
4558,YML027W,0.1394,1.302,10.847999999999999
4559,YML028W,0.3479,109.758,53.07
4560,YML029W,0.2127,1.488,7.608
4561,YML030W,0.0776,6.816000000000001,14.586
4562,YML031C-A,,,
4563,YML031W,0.2045,6.264,9.354000000000001
4564,YML032C,0.1948,2.814,12.389999999999999
4565,YML034C-A,0.0324,,7.32
4566,YML034W,0.2625,3.6540000000000004,8.982
4567,YML035C,0.1474,7.212,5.454
4568,YML036W,0.0349,3.444,4.824
4569,YML037C,0.0911,,8.028
4570,YML038C,0.2266,7.8420000000000005,15.36
4571,YML041C,0.0419,,4.476
4572,YML042W,0.0694,,3.1020000000000003
4573,YML043C,0.1163,,6.87
4574,YML046W,0.0684,11.022,3.258
4575,YML047C,,,
4576,YML047W-A,,,
4577,YML048W,0.142,14.484,10.548
4578,YML049C,0.3455,1.02,7.614000000000001
4579,YML050W,0.0437,0.7140000000000001,4.2059999999999995
4580,YML051W,0.0543,7.476,3.738
4581,YML052W,0.1518,2.6999999999999997,15.048000000000002
4582,YML053C,0.034,19.992,4.8
4583,YML054C,0.0856,,4.338
4584,YML054C-A,,,
4585,YML055W,0.034,10.290000000000001,5.712000000000001
4586,YML056C,,41.484,
4587,YML057C-A,0.0224,,5.184
4588,YML057W,,8.268,
4589,YML058W,,14.97,
4590,YML058W-A,,,
4591,YML059C,0.266,0.75,4.752000000000001
4592,YML060W,0.0473,2.172,3.768
4593,YML061C,0.1265,8.225999999999999,4.416
4594,YML062C,0.1829,15.51,13.974
4595,YML063W,0.2192,131.118,25.722
4596,YML064C,0.045,1.716,5.496
4597,YML065W,0.097,1.944,3.1799999999999997
4598,YML066C,0.0103,0.288,0.834
4599,YML067C,0.0991,12.474,7.752000000000001
4600,YML068W,0.0843,1.5,5.448
4601,YML069W,0.1444,6.75,7.8420000000000005
4602,YML070W,0.1402,1.0739999999999998,7.194000000000001
4603,YML071C,,,
4604,YML072C,0.5912,5.178,11.472000000000001
4605,YML073C,0.327,,31.14
4606,YML074C,0.2618,11.058,19.080000000000002
4607,YML075C,0.2473,,7.032
4608,YML076C,0.1212,0.816,3.8519999999999994
4609,YML077W,0.0247,6.57,4.644
4610,YML078W,0.0529,5.0040000000000004,8.688
4611,YML079W,0.0529,2.46,7.872000000000001
4612,YML080W,0.105,,7.434
4613,YML081C-A,,,
4614,YML081W,0.4099,,9.822000000000001
4615,YML082W,0.2259,5.274,10.434
4616,YML083C,0.0192,,1.374
4617,YML084W,0.0131,,3.8160000000000003
4618,YML085C,,5.382,
4619,YML086C,,11.238,
4620,YML087C,0.0612,,5.874
4621,YML088W,0.1884,23.61,8.448
4622,YML089C,,,
4623,YML090W,0.0094,,2.2020000000000004
4624,YML091C,0.1933,,4.818
4625,YML092C,0.1069,77.898,12.792
4626,YML093W,0.549,9.498,18.305999999999997
4627,YML094C-A,0.0233,,5.232
4628,YML094W,,10.434,
4629,YML095C,,,
4630,YML096W,0.1029,,5.868
4631,YML097C,0.0927,3.324,6.162
4632,YML098W,0.0176,3.618,3.156
4633,YML099C,0.1149,,3.9119999999999995
4634,YML099W-A,,,
4635,YML100W,,5.159999999999999,
4636,YML100W-A,,0.348,
4637,YML101C,0.0426,,10.86
4638,YML101C-A,,,
4639,YML102W,0.1646,,10.536
4640,YML103C,0.5225,,9.468
4641,YML104C,0.1899,,5.052
4642,YML105C,0.0501,9.564,5.484
4643,YML106W,0.1655,28.698,21.9
4644,YML107C,0.1193,,10.692
4645,YML108W,0.0235,,6.684
4646,YML109W,0.1661,0.7320000000000001,5.286
4647,YML110C,0.1018,30.815999999999995,9.924
4648,YML111W,,3.384,
4649,YML112W,0.0573,3.708,5.79
4650,YML113W,0.066,0.912,7.962000000000001
4651,YML114C,0.1597,4.17,9.384
4652,YML115C,0.1612,6.774,9.03
4653,YML116W,0.1149,0.99,6.348000000000001
4654,YML116W-A,0.0469,,13.974
4655,YML117W,0.393,,10.392
4656,YML118W,0.0455,,2.6999999999999997
4657,YML119W,0.0792,,6.642
4658,YML120C,0.1135,8.549999999999999,6.63
4659,YML121W,0.0551,,5.322
4660,YML122C,,0.24600000000000002,
4661,YML123C,,39.629999999999995,
4662,YML124C,0.1838,11.838000000000001,10.116
4663,YML125C,0.2848,22.182,27.330000000000002
4664,YML126C,0.2425,27.3,14.796000000000001
4665,YML127W,0.1059,4.308,5.46
4666,YML128C,0.0828,,4.836
4667,YML129C,0.0217,10.356,9.222
4668,YML130C,0.2782,,14.802
4669,YML131W,0.0279,6.774,2.286
4670,YML132W,,,
4671,YML133C,,,
4672,YML133W-A,,,
4673,YML133W-B,,,
4674,YMR001C,0.2358,4.422,10.026
4675,YMR001C-A,,,
4676,YMR002W,0.2353,25.242,45.048
4677,YMR003W,0.0164,2.0700000000000003,2.484
4678,YMR004W,0.0945,5.574,5.544
4679,YMR005W,0.0993,13.626,7.668
4680,YMR006C,,7.212,
4681,YMR007W,0.0281,1.482,6.66
4682,YMR008C,,4.284000000000001,
4683,YMR009W,0.0852,,14.232
4684,YMR010W,0.1191,,8.808000000000002
4685,YMR011W,0.0782,,4.332
4686,YMR012W,0.3682,,8.646
4687,YMR013C,0.0508,2.9459999999999997,2.934
4688,YMR013C-A,,,
4689,YMR013W-A,,,
4690,YMR014W,0.2091,2.2560000000000002,12.072
4691,YMR015C,0.1844,2.19,10.266
4692,YMR016C,0.2496,3.9119999999999995,9.528
4693,YMR017W,0.0117,0.5579999999999999,0.882
4694,YMR018W,0.0248,4.1819999999999995,1.446
4695,YMR019W,0.178,,5.622
4696,YMR020W,0.1209,1.6440000000000001,7.128
4697,YMR021C,0.0908,5.37,6.522
4698,YMR022W,,18.066,
4699,YMR023C,0.0668,2.112,3.804
4700,YMR024W,0.1002,7.35,7.692
4701,YMR025W,0.0305,,3.096
4702,YMR026C,0.0518,,3.888
4703,YMR027W,0.1024,5.412,6.528
4704,YMR028W,0.0863,,7.062
4705,YMR029C,0.0792,,4.536
4706,YMR030W,0.0259,,2.064
4707,YMR030W-A,,,
4708,YMR031C,,11.262,
4709,YMR031W-A,,0.078,
4710,YMR032W,0.1755,,7.86
4711,YMR033W,0.1349,13.56,8.154
4712,YMR034C,0.0234,4.92,1.614
4713,YMR035W,0.0312,,5.274
4714,YMR036C,0.0849,,4.59
4715,YMR037C,0.1488,3.228,6.336
4716,YMR038C,0.1472,22.434,17.688
4717,YMR039C,0.1165,,11.940000000000001
4718,YMR040W,0.0336,2.046,6.276
4719,YMR041C,0.0484,0.624,4.326
4720,YMR042W,0.0889,1.098,15.006
4721,YMR043W,0.1821,5.796,19.061999999999998
4722,YMR044W,0.1534,4.608,9.672
4723,YMR046W-A,,,
4724,YMR047C,0.506,,13.632000000000001
4725,YMR048W,0.0395,,3.7319999999999998
4726,YMR049C,0.3138,8.598,11.652000000000001
4727,YMR052C-A,,,
4728,YMR052W,0.0243,,3.564
4729,YMR053C,0.0427,,1.506
4730,YMR054W,0.1844,5.028,6.21
4731,YMR055C,0.0423,3.924,4.134
4732,YMR056C,0.0432,5.862,4.1819999999999995
4733,YMR057C,0.0207,0.102,5.016
